Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Continent,Automatic / Manual,A / M digital
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6.0,A5,X,14.8,11.7,13.4,21.0,308.0,America,A,1
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6.0,M6,X,15.0,11.4,13.4,21.0,308.0,America,M,0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,14.8,11.6,13.4,21.0,308.0,Asia,A,1
MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8.0,AS7,Z,15.1,10.8,13.1,22.0,308.0,Europe,A,1
FORD,F-150 (LT TIRE PKG),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,14.7,11.2,13.1,22.0,308.0,America,A,1
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6.0,AS5,X,14.3,11.9,13.2,21.0,308.0,Asia,A,1
TOYOTA,4RUNNER 4WD (PART-TIME 4WD),SUV - STANDARD,4.0,6.0,AS5,X,14.3,11.9,13.2,21.0,308.0,Asia,A,1
FORD,F-150 FFV (LT TIRE PKG),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,14.7,11.2,13.1,22.0,308.0,America,A,1
FORD,F-150 4X4 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,14.7,11.2,13.1,22.0,308.0,America,A,1
AUDI,A8L,FULL-SIZE,4.0,8.0,AS8,Z,15.4,10.4,13.2,21.0,308.0,Europe,A,1
FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6.0,AS10,X,14.7,11.2,13.1,22.0,308.0,America,A,1
BENTLEY,CONTINENTAL GT,COMPACT,4.0,8.0,AS8,Z,16.1,9.4,13.1,22.0,307.0,Europe,A,1
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,15.0,10.7,13.1,22.0,307.0,America,A,1
DODGE,CHALLENGER,MID-SIZE,5.7,8.0,M6,X,15.6,10.0,13.1,22.0,307.0,America,M,0
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,15.0,10.7,13.1,22.0,307.0,America,A,1
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,15.0,10.7,13.1,22.0,307.0,America,A,1
DODGE,CHALLENGER,MID-SIZE,5.7,8.0,M6,Z,15.6,10.1,13.1,22.0,307.0,America,M,0
FORD,MUSTANG,SUBCOMPACT,5.0,8.0,M6,X,15.8,9.8,13.1,22.0,307.0,America,M,0
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,15.0,10.7,13.1,22.0,307.0,America,A,1
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.9,10.9,13.1,22.0,307.0,America,A,1
FORD,F-150 FFV (LT TIRE PKG),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,14.7,11.2,13.1,22.0,307.0,America,A,1
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.9,10.9,13.1,22.0,307.0,America,A,1
FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6.0,AS10,X,14.7,11.2,13.1,22.0,307.0,America,A,1
CHEVROLET,SILVERADO 4WD LT TRAIL BOSS,PICKUP TRUCK - STANDARD,5.3,8.0,A10,X,14.7,11.2,13.1,22.0,307.0,America,A,1
GMC,SIERRA 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8.0,A10,X,14.7,11.2,13.1,22.0,307.0,America,A,1
JAGUAR,XFR,MID-SIZE,5.0,8.0,AS8,Z,15.7,10.3,13.3,21.0,306.0,Europe,A,1
JAGUAR,XFR-S,MID-SIZE,5.0,8.0,AS8,Z,15.7,10.3,13.3,21.0,306.0,Europe,A,1
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8.0,AS8,Z,15.8,10.2,13.3,21.0,306.0,Europe,A,1
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8.0,AS8,Z,15.8,10.2,13.3,21.0,306.0,Europe,A,1
JAGUAR,XJR,FULL-SIZE,5.0,8.0,AS8,Z,15.8,10.2,13.3,21.0,306.0,Europe,A,1
JAGUAR,XJR LWB,FULL-SIZE,5.0,8.0,AS8,Z,15.8,10.2,13.3,21.0,306.0,Europe,A,1
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,14.7,11.5,13.3,21.0,306.0,Asia,A,1
AUDI,Q7,SUV - STANDARD,3.0,6.0,AS8,Z,15.2,11.0,13.3,21.0,306.0,Europe,A,1
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8.0,A6,X,15.4,10.8,13.3,21.0,306.0,America,A,1
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8.0,A6,E,22.1,15.4,19.1,15.0,306.0,America,A,1
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,15.5,10.6,13.3,21.0,306.0,America,A,1
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8.0,A6,X,15.4,10.8,13.3,21.0,306.0,America,A,1
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8.0,A6,E,22.1,15.4,19.1,15.0,306.0,America,A,1
HYUNDAI,EQUUS,FULL-SIZE,5.0,8.0,AS8,Z,15.8,10.2,13.3,21.0,306.0,Asia,A,1
KIA,K900,FULL-SIZE,5.0,8.0,AS8,Z,15.7,10.3,13.3,21.0,306.0,Asia,A,1
MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8.0,AS7,Z,15.3,10.8,13.3,21.0,306.0,Europe,A,1
MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8.0,AS7,Z,15.2,11.0,13.3,21.0,306.0,Europe,A,1
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6.0,M6,X,15.0,11.2,13.3,21.0,306.0,Asia,M,0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,15.0,10.7,13.1,22.0,306.0,America,A,1
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,E,21.6,15.1,18.7,15.0,306.0,America,A,1
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,15.0,10.7,13.1,22.0,306.0,America,A,1
FORD,F-150 FFV 4X4 (LT TIRE PKG),PICKUP TRUCK - STANDARD,5.0,8.0,AS6,E,21.5,15.1,18.6,15.0,306.0,America,A,1
GENESIS,G90 AWD,FULL-SIZE,5.0,8.0,AS8,Z,15.2,10.2,13.0,22.0,306.0,America,A,1
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6.0,A9,Z,14.4,11.4,13.0,22.0,306.0,Europe,A,1
MERCEDES-BENZ,AMG S 63 4MATIC CABRIOLET,SUBCOMPACT,4.0,8.0,A9,Z,15.8,9.8,13.1,22.0,306.0,Europe,A,1
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,21.1,15.0,18.4,15.0,306.0,America,A,1
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.9,10.8,13.1,22.0,306.0,America,A,1
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,21.1,15.0,18.4,15.0,306.0,America,A,1
MERCEDES-BENZ,AMG S 63 4MATIC+ CABRIOLET,SUBCOMPACT,4.0,8.0,A9,Z,15.8,9.8,13.1,22.0,306.0,Europe,A,1
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6.0,AS6,X,14.9,10.7,13.0,22.0,305.0,America,A,1
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0,America,A,1
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0,America,A,1
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0,America,A,1
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0,America,A,1
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6.0,AS6,X,14.8,10.7,13.0,22.0,305.0,America,A,1
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,E,21.5,15.1,18.6,15.0,305.0,America,A,1
GMC,YUKON,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0,America,A,1
GMC,YUKON FFV,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0,America,A,1
GMC,YUKON XL,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0,America,A,1
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0,America,A,1
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8.0,AS7,Z,15.3,10.2,13.0,22.0,305.0,Europe,A,1
FORD,F-150 4X4 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,14.5,11.2,13.0,22.0,305.0,America,A,1
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8.0,AS10,X,15.5,10.0,13.1,22.0,305.0,America,A,1
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6.0,A9,Z,14.3,11.4,13.0,22.0,305.0,Europe,A,1
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8.0,A6,E,21.7,14.3,18.4,15.0,305.0,America,A,1
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8.0,A6,E,21.7,14.3,18.4,15.0,305.0,America,A,1
LAND ROVER,RANGE ROVER 5.0 SUPERCHARGED,SUV - STANDARD,5.0,8.0,AS8,Z,14.4,11.3,13.0,22.0,305.0,Europe,A,1
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8.0,A8,Z,15.8,9.6,13.0,22.0,305.0,America,A,1
DODGE,CHALLENGER WIDEBODY (MDS),MID-SIZE,6.4,8.0,A8,Z,15.8,9.6,13.0,22.0,305.0,America,A,1
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8.0,A8,Z,15.8,9.6,13.0,22.0,305.0,America,A,1
DODGE,CHARGER WIDEBODY (MDS),FULL-SIZE,6.4,8.0,A8,Z,15.8,9.6,13.0,22.0,305.0,America,A,1
FORD,F-150 FFV (LT TIRE PKG),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,14.4,11.2,13.0,22.0,305.0,America,A,1
LAND ROVER,RANGE ROVER 5.0 SUPERCHARGED,SUV - STANDARD,5.0,8.0,AS8,Z,14.4,11.2,12.9,22.0,305.0,Europe,A,1
LAND ROVER,RANGE ROVER 5.0 SUPERCHARGED LWB,SUV - STANDARD,5.0,8.0,AS8,Z,14.4,11.3,13.0,22.0,305.0,Europe,A,1
AUDI,Q7,SUV - STANDARD,3.0,6.0,AS8,Z,15.1,10.9,13.2,21.0,304.0,Europe,A,1
FORD,MUSTANG,SUBCOMPACT,5.8,8.0,M6,Z,15.9,9.9,13.2,21.0,304.0,America,M,0
HYUNDAI,EQUUS,FULL-SIZE,5.0,8.0,A8,Z,15.7,10.2,13.2,21.0,304.0,Asia,A,1
MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,8.0,AS7,Z,15.4,10.4,13.2,21.0,304.0,Europe,A,1
MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8.0,AS7,Z,15.6,10.3,13.2,21.0,304.0,Europe,A,1
JAGUAR,XFR,MID-SIZE,5.0,8.0,AS8,Z,15.7,10.3,13.2,21.0,304.0,Europe,A,1
JAGUAR,XFR-S,MID-SIZE,5.0,8.0,AS8,Z,15.7,10.3,13.2,21.0,304.0,Europe,A,1
MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8.0,AS7,Z,15.7,10.1,13.2,21.0,304.0,Europe,A,1
MERCEDES-BENZ,S 63 AMG COUPE,COMPACT,5.5,8.0,AS7,Z,15.7,10.1,13.2,21.0,304.0,Europe,A,1
CHEVROLET,SILVERADO EASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.4,11.2,13.0,22.0,304.0,America,A,1
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,304.0,America,A,1
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,304.0,America,A,1
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,304.0,America,A,1
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,304.0,America,A,1
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8.0,AS6,X,15.4,10.0,13.0,22.0,304.0,America,A,1
GMC,SIERRA EASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.4,11.2,13.0,22.0,304.0,America,A,1
GMC,YUKON,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,304.0,America,A,1
GMC,YUKON FFV,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,304.0,America,A,1
GMC,YUKON XL,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,304.0,America,A,1
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,304.0,America,A,1
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6.0,A6,X,15.0,10.4,13.0,22.0,304.0,America,A,1
GMC,TERRAIN AWD,SUV - SMALL,3.6,6.0,A6,X,15.0,10.4,13.0,22.0,304.0,America,A,1
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,14.8,10.6,12.9,22.0,304.0,Asia,A,1
AUDI,R8,TWO-SEATER,5.2,10.0,AM7,Z,16.0,9.5,13.1,22.0,304.0,Europe,A,1
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,14.6,10.9,13.0,22.0,304.0,America,A,1
MERCEDES-BENZ,AMG GT ROADSTER,TWO-SEATER,4.0,8.0,AM7,Z,14.7,11.0,13.0,22.0,304.0,Europe,A,1
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8.0,A8,Z,15.8,9.6,13.0,22.0,304.0,America,A,1
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8.0,A8,Z,15.8,9.6,13.0,22.0,304.0,America,A,1
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,14.6,10.9,13.0,22.0,304.0,America,A,1
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.7,10.8,13.0,22.0,304.0,America,A,1
FORD,F-150 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,3.5,6.0,AS6,X,14.7,10.7,12.9,22.0,303.0,America,A,1
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,X,14.7,10.7,12.9,22.0,303.0,America,A,1
FORD,FLEX AWD,SUV - STANDARD,3.5,6.0,AS6,X,14.7,10.7,12.9,22.0,303.0,America,A,1
LEXUS,LS 460 AWD,MID-SIZE,4.6,8.0,AS8,Z,15.2,10.2,12.9,22.0,303.0,Asia,A,1
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8.0,AS8,Z,15.2,10.2,12.9,22.0,303.0,Asia,A,1
MERCEDES-BENZ,AMG GT S,TWO-SEATER,4.0,8.0,AM7,Z,14.5,10.8,12.8,22.0,303.0,Europe,A,1
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8.0,AM7,Z,15.4,9.8,12.9,22.0,303.0,Europe,A,1
PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8.0,AM7,Z,15.4,9.8,12.9,22.0,303.0,Europe,A,1
CHEVROLET,SILVERADO EASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.4,11.2,13.0,22.0,303.0,America,A,1
FORD,MUSTANG,SUBCOMPACT,5.0,8.0,AS6,X,15.6,9.6,12.9,22.0,303.0,America,A,1
GMC,SIERRA EASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.4,11.2,13.0,22.0,303.0,America,A,1
LEXUS,LS 460 AWD,MID-SIZE,4.6,8.0,AS8,Z,15.1,10.3,12.9,22.0,303.0,Asia,A,1
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8.0,AS8,Z,15.1,10.3,12.9,22.0,303.0,Asia,A,1
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8.0,AS7,Z,14.5,10.8,12.8,22.0,303.0,Europe,A,1
MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8.0,AS7,Z,14.5,10.8,12.8,22.0,303.0,Europe,A,1
FORD,F-150 4X4 (LT TIRE PKG),PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,14.7,10.7,12.9,22.0,303.0,America,A,1
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8.0,A7,Z,15.3,10.2,13.0,22.0,303.0,Europe,A,1
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.7,10.7,12.9,22.0,303.0,America,A,1
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8.0,AS10,X,15.4,9.7,12.9,22.0,303.0,America,A,1
JAGUAR,F-PACE SVR,SUV - SMALL,5.0,8.0,AS8,Z,14.5,11.0,12.9,22.0,303.0,Europe,A,1
CADILLAC,XTS VSPORT AWD,FULL-SIZE,3.6,6.0,AS6,Z,15.0,10.2,12.8,22.0,302.0,America,A,1
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8.0,A8,Z,15.7,9.5,12.9,22.0,302.0,America,A,1
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8.0,A8,Z,15.7,9.5,12.9,22.0,302.0,America,A,1
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8.0,A5,X,15.7,9.6,12.9,22.0,302.0,America,A,1
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8.0,A8,Z,15.7,9.5,12.9,22.0,302.0,America,A,1
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8.0,A8,Z,15.7,9.5,12.9,22.0,302.0,America,A,1
JAGUAR,F-TYPE PROJECT 7 CONVERTIBLE,TWO-SEATER,5.0,8.0,AS8,Z,15.0,10.2,12.8,22.0,302.0,Europe,A,1
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6.0,M6,Z,15.3,9.9,12.9,22.0,302.0,Europe,M,0
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6.0,M6,Z,15.3,9.9,12.9,22.0,302.0,Europe,M,0
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,Z,15.1,10.2,12.9,22.0,302.0,Europe,A,1
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8.0,A8,Z,15.6,9.6,12.9,22.0,302.0,America,A,1
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8.0,A8,Z,15.6,9.6,12.9,22.0,302.0,America,A,1
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8.0,A5,X,15.6,9.7,12.9,22.0,302.0,America,A,1
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8.0,A8,Z,15.6,9.6,12.9,22.0,302.0,America,A,1
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8.0,A8,Z,15.6,9.6,12.9,22.0,302.0,America,A,1
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6.0,M6,Z,15.3,10.0,12.9,22.0,302.0,Europe,M,0
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6.0,M6,Z,15.3,10.0,12.9,22.0,302.0,Europe,M,0
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3.0,6.0,M6,Z,15.3,10.0,12.9,22.0,302.0,Europe,M,0
JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3.0,6.0,M6,Z,15.3,10.0,12.9,22.0,302.0,Europe,M,0
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8.0,AM7,Z,14.5,10.8,12.8,22.0,302.0,Europe,A,1
MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8.0,AM7,Z,14.5,10.8,12.8,22.0,302.0,Europe,A,1
CADILLAC,XTS VSPORT AWD,FULL-SIZE,3.6,6.0,AS6,Z,15.0,10.1,12.8,22.0,302.0,America,A,1
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8.0,AS10,X,15.4,9.7,12.9,22.0,302.0,America,A,1
RAM,1500 4X4 ETORQUE,PICKUP TRUCK - STANDARD,5.7,8.0,A8,X,14.3,11.1,12.9,22.0,302.0,America,A,1
BMW,X5 XDRIVE50I,SUV - STANDARD,4.4,8.0,AS8,Z,14.5,10.7,12.8,22.0,302.0,Europe,A,1
BMW,X5 M50I,SUV - STANDARD,4.4,8.0,AS8,Z,14.5,10.7,12.8,22.0,302.0,Europe,A,1
BMW,X6 M50I,SUV - STANDARD,4.4,8.0,AS8,Z,14.5,10.7,12.8,22.0,302.0,Europe,A,1
DODGE,CHALLENGER,MID-SIZE,5.7,8.0,M6,X,15.6,10.0,13.1,22.0,301.0,America,M,0
JAGUAR,XK CONVERTIBLE,MINICOMPACT,5.0,8.0,AS6,Z,15.1,10.6,13.1,22.0,301.0,Europe,A,1
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,Z,15.9,9.7,13.1,22.0,301.0,Europe,A,1
MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8.0,AS7,Z,15.1,10.7,13.1,22.0,301.0,Europe,A,1
MERCEDES-BENZ,CLS 63 AMG S 4MATIC,COMPACT,5.5,8.0,AS7,Z,15.1,10.7,13.1,22.0,301.0,Europe,A,1
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6.0,M6,X,14.8,11.0,13.1,22.0,301.0,Asia,M,0
SUBARU,TRIBECA AWD,SUV - SMALL,3.6,6.0,AS5,X,14.7,11.1,13.1,22.0,301.0,Asia,A,1
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6.0,M6,X,14.5,11.3,13.1,22.0,301.0,Asia,M,0
MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8.0,AS7,Z,15.1,10.8,13.1,22.0,301.0,Europe,A,1
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,20.3,15.3,18.1,16.0,301.0,America,A,1
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,20.3,15.3,18.1,16.0,301.0,America,A,1
INFINITI,QX70 AWD,SUV - SMALL,3.7,6.0,AS7,Z,14.5,10.7,12.8,22.0,301.0,America,A,1
INFINITI,QX70 AWD,SUV - SMALL,3.7,6.0,AS7,Z,14.5,10.8,12.8,22.0,301.0,America,A,1
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,Z,15.0,10.3,13.1,22.0,301.0,Europe,A,1
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6.0,M6,X,13.8,11.6,12.8,22.0,301.0,Asia,M,0
INFINITI,Q70 AWD,MID-SIZE,5.6,8.0,AS7,Z,14.9,10.3,12.8,22.0,301.0,America,A,1
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,Z,15.0,10.3,12.8,22.0,301.0,Europe,A,1
INFINITI,Q70 AWD,MID-SIZE,5.6,8.0,AS7,Z,14.9,10.2,12.8,22.0,301.0,America,A,1
MASERATI,QUATTROPORTE S Q4,FULL-SIZE,3.0,6.0,AS8,Z,15.0,10.3,12.8,22.0,301.0,Europe,A,1
AUDI,S8,MID-SIZE,4.0,8.0,AS8,Z,15.8,9.2,12.8,22.0,300.0,Europe,A,1
AUDI,S8 QUATTRO,MID-SIZE,4.0,8.0,AS8,Z,15.7,9.4,12.8,22.0,300.0,Europe,A,1
CADILLAC,SRX AWD,SUV - STANDARD,3.6,6.0,AS6,X,14.8,10.4,12.8,22.0,300.0,America,A,1
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6.0,A6,X,14.9,10.1,12.8,22.0,300.0,America,A,1
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8.0,A6,E,20.9,14.5,18.0,16.0,300.0,America,A,1
GMC,TERRAIN AWD,SUV - SMALL,3.6,6.0,A6,X,14.9,10.1,12.8,22.0,300.0,America,A,1
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8.0,A6,E,20.9,14.5,18.0,16.0,300.0,America,A,1
INFINITI,Q70 AWD,MID-SIZE,5.6,8.0,AS7,Z,14.9,10.2,12.8,22.0,300.0,America,A,1
MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6.0,AS8,Z,15.2,10.2,12.9,22.0,300.0,Europe,A,1
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,14.8,10.3,12.7,22.0,300.0,Asia,A,1
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6.0,A8,Z,14.8,10.4,12.8,22.0,300.0,Europe,A,1
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8.0,AM7,Z,15.3,9.7,12.8,22.0,300.0,Europe,A,1
PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8.0,AM7,Z,15.3,9.7,12.8,22.0,300.0,Europe,A,1
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6.0,M6,X,13.8,11.7,12.9,22.0,300.0,Asia,M,0
MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6.0,AS8,Z,14.9,10.3,13.1,22.0,300.0,Europe,A,1
NISSAN,GT-R,SUBCOMPACT,3.8,6.0,AM6,Z,14.5,10.7,12.8,22.0,300.0,Asia,A,1
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,E,20.7,14.7,18.0,16.0,300.0,America,A,1
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,E,20.0,15.6,18.0,16.0,300.0,America,A,1
FORD,F-150 FFV 4X4 (LT TIRE PKG),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,E,20.0,15.6,18.0,16.0,300.0,America,A,1
FORD,MUSTANG,SUBCOMPACT,5.0,8.0,M6,X,15.5,9.5,12.8,22.0,300.0,America,M,0
MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6.0,AS8,Z,14.9,10.3,12.8,22.0,300.0,Europe,A,1
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,14.7,10.4,12.8,22.0,300.0,Asia,A,1
